Property_ID,Block_ID,Neighborhood,District_Zone,URL,SQM,Energy_Class,Price,Price_per_SQM,Investment_Score,Recommended_Action,Investment_Strategy,Target_Price,Expected_ROI_24m,Tourism_Score,Commercial_Score,Metro_Distance,Overall_Risk
SYN-002-019,SYN-002,Syntagma Square West,COMMERCIAL,https://spitogatos.gr/property/syn-002-19,132,C,1048872,7946.0,7.6,STRONG_BUY,ENERGY_RETROFIT,996428,0.43200000000000005,9.5,10.0,150,MEDIUM
PLA-002-019,PLA-002,Plaka North,HISTORIC,https://spitogatos.gr/property/pla-002-19,132,C,868032,6576.0,7.6,STRONG_BUY,ENERGY_RETROFIT,824630,0.44399999999999995,9.0,7.5,200,MEDIUM
MON-001-019,MON-001,Monastiraki Square,COMMERCIAL,https://spitogatos.gr/property/mon-001-19,132,C,813780,6165.0,7.6,STRONG_BUY,ENERGY_RETROFIT,773091,0.43200000000000005,8.5,9.0,200,MEDIUM
PSY-001-007,PSY-001,Psyrri Central,CULTURAL,https://spitogatos.gr/property/psy-001-7,96,A+,310272,3232.0,7.59,STRONG_BUY,GENTRIFICATION_PLAY,294758,0.316,6.5,7.0,200,HIGH
EXA-001-007,EXA-001,Exarchia Central,CULTURAL,https://spitogatos.gr/property/exa-001-7,96,A+,329664,3434.0,7.59,STRONG_BUY,GENTRIFICATION_PLAY,313180,0.29600000000000004,5.5,6.5,400,HIGH
SYN-001-013,SYN-001,Syntagma Square East,HISTORIC,https://spitogatos.gr/property/syn-001-13,114,D,881790,7735.0,7.55,STRONG_BUY,ENERGY_RETROFIT,837700,0.44399999999999995,10.0,9.5,150,MEDIUM
PLA-001-013,PLA-001,Plaka Central,HISTORIC,https://spitogatos.gr/property/pla-001-13,114,D,705432,6188.0,7.55,STRONG_BUY,ENERGY_RETROFIT,670160,0.44399999999999995,10.0,8.0,200,MEDIUM
KOL-001-016,KOL-001,Kolonaki Central,RESIDENTIAL,https://spitogatos.gr/property/kol-001-16,123,B+,1133568,9216.0,7.55,STRONG_BUY,HOLD_APPRECIATE,1076889,0.24,4.0,8.5,150,MEDIUM
PLA-002-012,PLA-002,Plaka North,HISTORIC,https://spitogatos.gr/property/pla-002-12,111,C,618048,5568.0,7.5,STRONG_BUY,ENERGY_RETROFIT,587145,0.44399999999999995,9.0,7.5,200,MEDIUM
MON-001-012,MON-001,Monastiraki Square,COMMERCIAL,https://spitogatos.gr/property/mon-001-12,111,C,579420,5220.0,7.499999999999999,CONDITIONAL_BUY,ENERGY_RETROFIT,521478,0.43200000000000005,8.5,9.0,200,MEDIUM
SYN-002-012,SYN-002,Syntagma Square West,COMMERCIAL,https://spitogatos.gr/property/syn-002-12,111,C,746808,6728.0,7.499999999999999,CONDITIONAL_BUY,ENERGY_RETROFIT,672127,0.43200000000000005,9.5,10.0,150,MEDIUM
PSY-001-008,PSY-001,Psyrri Central,CULTURAL,https://spitogatos.gr/property/psy-001-8,99,A,329472,3328.0,7.485000000000001,CONDITIONAL_BUY,GENTRIFICATION_PLAY,296524,0.306,6.5,7.0,200,HIGH
EXA-001-008,EXA-001,Exarchia Central,CULTURAL,https://spitogatos.gr/property/exa-001-8,99,A,350064,3536.0,7.485000000000001,CONDITIONAL_BUY,GENTRIFICATION_PLAY,315057,0.28600000000000003,5.5,6.5,400,HIGH
KOU-001-003,KOU-001,Koukaki North,RESIDENTIAL,https://spitogatos.gr/property/kou-001-3,84,B,284088,3382.0,7.46,CONDITIONAL_BUY,HOLD_APPRECIATE,255679,0.254,7.0,6.0,250,HIGH
KOU-002-003,KOU-002,Koukaki Central,RESIDENTIAL,https://spitogatos.gr/property/kou-002-3,84,B,269136,3204.0,7.46,CONDITIONAL_BUY,HOLD_APPRECIATE,242222,0.254,6.5,5.5,250,HIGH
KOL-002-003,KOL-002,Kolonaki East,RESIDENTIAL,https://spitogatos.gr/property/kol-002-3,84,B,508368,6052.0,7.46,CONDITIONAL_BUY,HOLD_APPRECIATE,457531,0.23399999999999999,3.5,7.5,400,MEDIUM
KOL-001-009,KOL-001,Kolonaki Central,RESIDENTIAL,https://spitogatos.gr/property/kol-001-9,102,B+,785808,7704.0,7.45,CONDITIONAL_BUY,HOLD_APPRECIATE,707227,0.24,4.0,8.5,150,MEDIUM
PLA-002-006,PLA-002,Plaka North,HISTORIC,https://spitogatos.gr/property/pla-002-6,93,D,437472,4704.0,7.445,CONDITIONAL_BUY,ENERGY_RETROFIT,393724,0.44399999999999995,9.0,7.5,200,MEDIUM
SYN-002-006,SYN-002,Syntagma Square West,COMMERCIAL,https://spitogatos.gr/property/syn-002-6,93,D,528612,5684.0,7.444999999999999,CONDITIONAL_BUY,ENERGY_RETROFIT,475750,0.43200000000000005,9.5,10.0,150,MEDIUM
MON-001-006,MON-001,Monastiraki Square,COMMERCIAL,https://spitogatos.gr/property/mon-001-6,93,D,410130,4410.0,7.444999999999999,CONDITIONAL_BUY,ENERGY_RETROFIT,369117,0.43200000000000005,8.5,9.0,200,MEDIUM
KOU-002-015,KOU-002,Koukaki Central,RESIDENTIAL,https://spitogatos.gr/property/kou-002-15,120,A,540000,4500.0,7.4,CONDITIONAL_BUY,HOLD_APPRECIATE,486000,0.27,6.5,5.5,250,HIGH
KOL-002-015,KOL-002,Kolonaki East,RESIDENTIAL,https://spitogatos.gr/property/kol-002-15,120,A,1020000,8500.0,7.4,CONDITIONAL_BUY,HOLD_APPRECIATE,918000,0.25,3.5,7.5,400,MEDIUM
KOU-001-015,KOU-001,Koukaki North,RESIDENTIAL,https://spitogatos.gr/property/kou-001-15,120,A,570000,4750.0,7.4,CONDITIONAL_BUY,HOLD_APPRECIATE,513000,0.27,7.0,6.0,250,HIGH
EXA-001-014,EXA-001,Exarchia Central,CULTURAL,https://spitogatos.gr/property/exa-001-14,117,A+,485316,4148.0,7.35,CONDITIONAL_BUY,GENTRIFICATION_PLAY,436784,0.29600000000000004,5.5,6.5,400,HIGH
PSY-001-014,PSY-001,Psyrri Central,CULTURAL,https://spitogatos.gr/property/psy-001-14,117,A+,456768,3904.0,7.35,CONDITIONAL_BUY,GENTRIFICATION_PLAY,411091,0.316,6.5,7.0,200,HIGH
KOL-001-017,KOL-001,Kolonaki Central,RESIDENTIAL,https://spitogatos.gr/property/kol-001-17,126,B,1188432,9432.0,7.3,CONDITIONAL_BUY,HOLD_APPRECIATE,1069588,0.23399999999999999,4.0,8.5,150,MEDIUM
KOL-001-004,KOL-001,Kolonaki Central,RESIDENTIAL,https://spitogatos.gr/property/kol-001-4,87,C+,576288,6624.0,7.255,CONDITIONAL_BUY,HOLD_APPRECIATE,518659,0.22999999999999998,4.0,8.5,150,MEDIUM
PLA-002-013,PLA-002,Plaka North,HISTORIC,https://spitogatos.gr/property/pla-002-13,114,D,651168,5712.0,7.25,CONDITIONAL_BUY,ENERGY_RETROFIT,586051,0.44399999999999995,9.0,7.5,200,MEDIUM
KOU-001-016,KOU-001,Koukaki North,RESIDENTIAL,https://spitogatos.gr/property/kou-001-16,123,B+,598272,4864.0,7.25,CONDITIONAL_BUY,HOLD_APPRECIATE,538444,0.26,7.0,6.0,250,HIGH
KOU-002-016,KOU-002,Koukaki Central,RESIDENTIAL,https://spitogatos.gr/property/kou-002-16,123,B+,566784,4608.0,7.25,CONDITIONAL_BUY,HOLD_APPRECIATE,510105,0.26,6.5,5.5,250,HIGH
KOL-002-016,KOL-002,Kolonaki East,RESIDENTIAL,https://spitogatos.gr/property/kol-002-16,123,B+,1070592,8704.0,7.25,CONDITIONAL_BUY,HOLD_APPRECIATE,963532,0.24,3.5,7.5,400,MEDIUM
SYN-002-013,SYN-002,Syntagma Square West,COMMERCIAL,https://spitogatos.gr/property/syn-002-13,114,D,786828,6902.0,7.249999999999999,CONDITIONAL_BUY,ENERGY_RETROFIT,708145,0.43200000000000005,9.5,10.0,150,MEDIUM
MON-001-013,MON-001,Monastiraki Square,COMMERCIAL,https://spitogatos.gr/property/mon-001-13,114,D,610470,5355.0,7.249999999999999,CONDITIONAL_BUY,ENERGY_RETROFIT,549423,0.43200000000000005,8.5,9.0,200,MEDIUM
KOL-001-010,KOL-001,Kolonaki Central,RESIDENTIAL,https://spitogatos.gr/property/kol-001-10,105,B,831600,7920.0,7.2,CONDITIONAL_BUY,HOLD_APPRECIATE,748440,0.23399999999999999,4.0,8.5,150,MEDIUM
EXA-001-003,EXA-001,Exarchia Central,CULTURAL,https://spitogatos.gr/property/exa-001-3,84,B,254184,3026.0,7.16,CONDITIONAL_BUY,GENTRIFICATION_PLAY,228765,0.27,5.5,6.5,400,HIGH
PSY-001-003,PSY-001,Psyrri Central,CULTURAL,https://spitogatos.gr/property/psy-001-3,84,B,239232,2848.0,7.16,CONDITIONAL_BUY,GENTRIFICATION_PLAY,215308,0.29000000000000004,6.5,7.0,200,HIGH
KOU-001-009,KOU-001,Koukaki North,RESIDENTIAL,https://spitogatos.gr/property/kou-001-9,102,B+,414732,4066.0,7.15,CONDITIONAL_BUY,HOLD_APPRECIATE,373258,0.26,7.0,6.0,250,HIGH
KOU-002-009,KOU-002,Koukaki Central,RESIDENTIAL,https://spitogatos.gr/property/kou-002-9,102,B+,392904,3852.0,7.15,CONDITIONAL_BUY,HOLD_APPRECIATE,353613,0.26,6.5,5.5,250,HIGH
KOL-002-009,KOL-002,Kolonaki East,RESIDENTIAL,https://spitogatos.gr/property/kol-002-9,102,B+,742152,7276.0,7.15,CONDITIONAL_BUY,HOLD_APPRECIATE,667936,0.24,3.5,7.5,400,MEDIUM
PSY-001-015,PSY-001,Psyrri Central,CULTURAL,https://spitogatos.gr/property/psy-001-15,120,A,480000,4000.0,7.1,CONDITIONAL_BUY,GENTRIFICATION_PLAY,432000,0.306,6.5,7.0,200,HIGH
EXA-001-015,EXA-001,Exarchia Central,CULTURAL,https://spitogatos.gr/property/exa-001-15,120,A,510000,4250.0,7.1,CONDITIONAL_BUY,GENTRIFICATION_PLAY,459000,0.28600000000000003,5.5,6.5,400,HIGH
KOL-001-005,KOL-001,Kolonaki Central,RESIDENTIAL,https://spitogatos.gr/property/kol-001-5,90,C,615600,6840.0,7.05,CONDITIONAL_BUY,ENERGY_RETROFIT,554040,0.38,4.0,8.5,150,MEDIUM
KOL-001-018,KOL-001,Kolonaki Central,RESIDENTIAL,https://spitogatos.gr/property/kol-001-18,129,C+,1244592,9648.0,7.05,CONDITIONAL_BUY,HOLD_APPRECIATE,1120132,0.22999999999999998,4.0,8.5,150,MEDIUM
KOU-001-017,KOU-001,Koukaki North,RESIDENTIAL,https://spitogatos.gr/property/kou-001-17,126,B,627228,4978.0,7.0,CONDITIONAL_BUY,HOLD_APPRECIATE,564505,0.254,7.0,6.0,250,MEDIUM
KOU-002-017,KOU-002,Koukaki Central,RESIDENTIAL,https://spitogatos.gr/property/kou-002-17,126,B,594216,4716.0,7.0,CONDITIONAL_BUY,HOLD_APPRECIATE,534794,0.254,6.5,5.5,250,MEDIUM
KOL-002-017,KOL-002,Kolonaki East,RESIDENTIAL,https://spitogatos.gr/property/kol-002-17,126,B,1122408,8908.0,7.0,CONDITIONAL_BUY,HOLD_APPRECIATE,1010167,0.23399999999999999,3.5,7.5,400,MEDIUM
KOU-002-004,KOU-002,Koukaki Central,RESIDENTIAL,https://spitogatos.gr/property/kou-002-4,87,C+,288144,3312.0,6.955,CONDITIONAL_BUY,HOLD_APPRECIATE,259329,0.25,6.5,5.5,250,HIGH
KOL-002-004,KOL-002,Kolonaki East,RESIDENTIAL,https://spitogatos.gr/property/kol-002-4,87,C+,544272,6256.0,6.955,CONDITIONAL_BUY,HOLD_APPRECIATE,489844,0.22999999999999998,3.5,7.5,400,MEDIUM
KOU-001-004,KOU-001,Koukaki North,RESIDENTIAL,https://spitogatos.gr/property/kou-001-4,87,C+,304152,3496.0,6.955,CONDITIONAL_BUY,HOLD_APPRECIATE,273736,0.25,7.0,6.0,250,HIGH
KOL-001-011,KOL-001,Kolonaki Central,RESIDENTIAL,https://spitogatos.gr/property/kol-001-11,108,C+,878687,8135.990740740741,6.95,CONDITIONAL_BUY,HOLD_APPRECIATE,790818,0.22999999999999998,4.0,8.5,150,MEDIUM
PSY-001-016,PSY-001,Psyrri Central,CULTURAL,https://spitogatos.gr/property/psy-001-16,123,B+,503808,4096.0,6.95,CONDITIONAL_BUY,GENTRIFICATION_PLAY,453427,0.29600000000000004,6.5,7.0,200,HIGH
EXA-001-016,EXA-001,Exarchia Central,CULTURAL,https://spitogatos.gr/property/exa-001-16,123,B+,535296,4352.0,6.95,CONDITIONAL_BUY,GENTRIFICATION_PLAY,481766,0.276,5.5,6.5,400,HIGH
KOU-002-010,KOU-002,Koukaki Central,RESIDENTIAL,https://spitogatos.gr/property/kou-002-10,105,B,415800,3960.0,6.9,CONDITIONAL_BUY,HOLD_APPRECIATE,374220,0.254,6.5,5.5,250,MEDIUM
KOL-002-010,KOL-002,Kolonaki East,RESIDENTIAL,https://spitogatos.gr/property/kol-002-10,105,B,785400,7480.0,6.9,CONDITIONAL_BUY,HOLD_APPRECIATE,706860,0.23399999999999999,3.5,7.5,400,MEDIUM
KOU-001-010,KOU-001,Koukaki North,RESIDENTIAL,https://spitogatos.gr/property/kou-001-10,105,B,438900,4180.0,6.9,CONDITIONAL_BUY,HOLD_APPRECIATE,395010,0.254,7.0,6.0,250,MEDIUM
PSY-001-009,PSY-001,Psyrri Central,CULTURAL,https://spitogatos.gr/property/psy-001-9,102,B+,349248,3424.0,6.85,CONDITIONAL_BUY,GENTRIFICATION_PLAY,314323,0.29600000000000004,6.5,7.0,200,HIGH
EXA-001-009,EXA-001,Exarchia Central,CULTURAL,https://spitogatos.gr/property/exa-001-9,102,B+,371076,3638.0,6.85,CONDITIONAL_BUY,GENTRIFICATION_PLAY,333968,0.276,5.5,6.5,400,HIGH
KOL-001-019,KOL-001,Kolonaki Central,RESIDENTIAL,https://spitogatos.gr/property/kol-001-19,132,C,1302048,9864.0,6.8,CONDITIONAL_BUY,HOLD_APPRECIATE,1171843,0.38,4.0,8.5,150,MEDIUM
KOU-002-005,KOU-002,Koukaki Central,RESIDENTIAL,https://spitogatos.gr/property/kou-002-5,90,C,307800,3420.0,6.75,CONDITIONAL_BUY,HOLD_APPRECIATE,277020,0.4,6.5,5.5,250,HIGH
KOU-002-018,KOU-002,Koukaki Central,RESIDENTIAL,https://spitogatos.gr/property/kou-002-18,129,C+,622296,4824.0,6.75,CONDITIONAL_BUY,HOLD_APPRECIATE,560066,0.25,6.5,5.5,250,MEDIUM
KOL-002-018,KOL-002,Kolonaki East,RESIDENTIAL,https://spitogatos.gr/property/kol-002-18,129,C+,1175448,9112.0,6.75,CONDITIONAL_BUY,HOLD_APPRECIATE,1057903,0.22999999999999998,3.5,7.5,400,MEDIUM
KOU-001-018,KOU-001,Koukaki North,RESIDENTIAL,https://spitogatos.gr/property/kou-001-18,129,C+,656868,5092.0,6.75,CONDITIONAL_BUY,HOLD_APPRECIATE,591181,0.25,7.0,6.0,250,MEDIUM
KOU-001-005,KOU-001,Koukaki North,RESIDENTIAL,https://spitogatos.gr/property/kou-001-5,90,C,324900,3610.0,6.75,CONDITIONAL_BUY,HOLD_APPRECIATE,292410,0.4,7.0,6.0,250,HIGH
KOL-002-005,KOL-002,Kolonaki East,RESIDENTIAL,https://spitogatos.gr/property/kol-002-5,90,C,581400,6460.0,6.75,CONDITIONAL_BUY,HOLD_APPRECIATE,523260,0.38,3.5,7.5,400,MEDIUM
PSY-001-017,PSY-001,Psyrri Central,CULTURAL,https://spitogatos.gr/property/psy-001-17,126,B,528192,4192.0,6.7,CONDITIONAL_BUY,GENTRIFICATION_PLAY,475372,0.29000000000000004,6.5,7.0,200,HIGH
EXA-001-017,EXA-001,Exarchia Central,CULTURAL,https://spitogatos.gr/property/exa-001-17,126,B,561204,4454.0,6.7,CONDITIONAL_BUY,GENTRIFICATION_PLAY,505083,0.27,5.5,6.5,400,HIGH
KOL-001-012,KOL-001,Kolonaki Central,RESIDENTIAL,https://spitogatos.gr/property/kol-001-12,111,C,927072,8352.0,6.7,CONDITIONAL_BUY,HOLD_APPRECIATE,834364,0.38,4.0,8.5,150,MEDIUM
PSY-001-004,PSY-001,Psyrri Central,CULTURAL,https://spitogatos.gr/property/psy-001-4,87,C+,256128,2944.0,6.655,CONDITIONAL_BUY,GENTRIFICATION_PLAY,230515,0.28600000000000003,6.5,7.0,200,HIGH
EXA-001-004,EXA-001,Exarchia Central,CULTURAL,https://spitogatos.gr/property/exa-001-4,87,C+,272136,3128.0,6.655,CONDITIONAL_BUY,GENTRIFICATION_PLAY,244922,0.266,5.5,6.5,400,HIGH
KOU-001-011,KOU-001,Koukaki North,RESIDENTIAL,https://spitogatos.gr/property/kou-001-11,108,C+,463751,4293.990740740741,6.65,CONDITIONAL_BUY,HOLD_APPRECIATE,417375,0.25,7.0,6.0,250,MEDIUM
KOU-002-011,KOU-002,Koukaki Central,RESIDENTIAL,https://spitogatos.gr/property/kou-002-11,108,C+,439343,4067.990740740741,6.65,CONDITIONAL_BUY,HOLD_APPRECIATE,395408,0.25,6.5,5.5,250,MEDIUM
KOL-002-011,KOL-002,Kolonaki East,RESIDENTIAL,https://spitogatos.gr/property/kol-002-11,108,C+,829871,7683.990740740741,6.65,CONDITIONAL_BUY,HOLD_APPRECIATE,746883,0.22999999999999998,3.5,7.5,400,MEDIUM
KOL-001-006,KOL-001,Kolonaki Central,RESIDENTIAL,https://spitogatos.gr/property/kol-001-6,93,D,656208,7056.0,6.6450000000000005,CONDITIONAL_BUY,HOLD_APPRECIATE,590587,0.38,4.0,8.5,150,MEDIUM
PSY-001-010,PSY-001,Psyrri Central,CULTURAL,https://spitogatos.gr/property/psy-001-10,105,B,369600,3520.0,6.6,CONDITIONAL_BUY,GENTRIFICATION_PLAY,332640,0.29000000000000004,6.5,7.0,200,HIGH
EXA-001-010,EXA-001,Exarchia Central,CULTURAL,https://spitogatos.gr/property/exa-001-10,105,B,392700,3740.0,6.6,CONDITIONAL_BUY,GENTRIFICATION_PLAY,353430,0.27,5.5,6.5,400,HIGH
KOL-002-019,KOL-002,Kolonaki East,RESIDENTIAL,https://spitogatos.gr/property/kol-002-19,132,C,1229712,9316.0,6.5,CONDITIONAL_BUY,HOLD_APPRECIATE,1106740,0.38,3.5,7.5,400,MEDIUM
KOU-001-019,KOU-001,Koukaki North,RESIDENTIAL,https://spitogatos.gr/property/kou-001-19,132,C,687192,5206.0,6.5,CONDITIONAL_BUY,HOLD_APPRECIATE,618472,0.4,7.0,6.0,250,MEDIUM
KOU-002-019,KOU-002,Koukaki Central,RESIDENTIAL,https://spitogatos.gr/property/kou-002-19,132,C,651024,4932.0,6.5,CONDITIONAL_BUY,HOLD_APPRECIATE,585921,0.4,6.5,5.5,250,MEDIUM
PSY-001-005,PSY-001,Psyrri Central,CULTURAL,https://spitogatos.gr/property/psy-001-5,90,C,273600,3040.0,6.45,CONDITIONAL_BUY,HOLD_APPRECIATE,246240,0.43600000000000005,6.5,7.0,200,HIGH
PSY-001-018,PSY-001,Psyrri Central,CULTURAL,https://spitogatos.gr/property/psy-001-18,129,C+,553152,4288.0,6.45,CONDITIONAL_BUY,HOLD_APPRECIATE,497836,0.28600000000000003,6.5,7.0,200,HIGH
EXA-001-005,EXA-001,Exarchia Central,CULTURAL,https://spitogatos.gr/property/exa-001-5,90,C,290700,3230.0,6.45,CONDITIONAL_BUY,HOLD_APPRECIATE,261630,0.41600000000000004,5.5,6.5,400,HIGH
EXA-001-018,EXA-001,Exarchia Central,CULTURAL,https://spitogatos.gr/property/exa-001-18,129,C+,587724,4556.0,6.45,CONDITIONAL_BUY,HOLD_APPRECIATE,528951,0.266,5.5,6.5,400,HIGH
KOL-001-013,KOL-001,Kolonaki Central,RESIDENTIAL,https://spitogatos.gr/property/kol-001-13,114,D,976752,8568.0,6.45,CONDITIONAL_BUY,HOLD_APPRECIATE,879076,0.38,4.0,8.5,150,MEDIUM
KOU-001-012,KOU-001,Koukaki North,RESIDENTIAL,https://spitogatos.gr/property/kou-001-12,111,C,489288,4408.0,6.4,CONDITIONAL_BUY,HOLD_APPRECIATE,440359,0.4,7.0,6.0,250,MEDIUM
KOU-002-012,KOU-002,Koukaki Central,RESIDENTIAL,https://spitogatos.gr/property/kou-002-12,111,C,463536,4176.0,6.4,CONDITIONAL_BUY,HOLD_APPRECIATE,417182,0.4,6.5,5.5,250,MEDIUM
KOL-002-012,KOL-002,Kolonaki East,RESIDENTIAL,https://spitogatos.gr/property/kol-002-12,111,C,875568,7888.0,6.4,CONDITIONAL_BUY,HOLD_APPRECIATE,788011,0.38,3.5,7.5,400,MEDIUM
PSY-001-011,PSY-001,Psyrri Central,CULTURAL,https://spitogatos.gr/property/psy-001-11,108,C+,390527,3615.990740740741,6.35,CONDITIONAL_BUY,HOLD_APPRECIATE,351474,0.28600000000000003,6.5,7.0,200,HIGH
EXA-001-011,EXA-001,Exarchia Central,CULTURAL,https://spitogatos.gr/property/exa-001-11,108,C+,414935,3841.990740740741,6.35,CONDITIONAL_BUY,HOLD_APPRECIATE,373441,0.266,5.5,6.5,400,HIGH
KOL-002-006,KOL-002,Kolonaki East,RESIDENTIAL,https://spitogatos.gr/property/kol-002-6,93,D,619752,6664.0,6.345000000000001,CONDITIONAL_BUY,HOLD_APPRECIATE,557776,0.38,3.5,7.5,400,MEDIUM
KOU-002-006,KOU-002,Koukaki Central,RESIDENTIAL,https://spitogatos.gr/property/kou-002-6,93,D,328104,3528.0,6.345000000000001,CONDITIONAL_BUY,HOLD_APPRECIATE,295293,0.4,6.5,5.5,250,HIGH
KOU-001-006,KOU-001,Koukaki North,RESIDENTIAL,https://spitogatos.gr/property/kou-001-6,93,D,346332,3724.0,6.345000000000001,CONDITIONAL_BUY,HOLD_APPRECIATE,311698,0.4,7.0,6.0,250,HIGH
PSY-001-019,PSY-001,Psyrri Central,CULTURAL,https://spitogatos.gr/property/psy-001-19,132,C,578688,4384.0,6.2,CONDITIONAL_BUY,HOLD_APPRECIATE,520819,0.43600000000000005,6.5,7.0,200,HIGH
EXA-001-019,EXA-001,Exarchia Central,CULTURAL,https://spitogatos.gr/property/exa-001-19,132,C,614856,4658.0,6.2,CONDITIONAL_BUY,HOLD_APPRECIATE,553370,0.41600000000000004,5.5,6.5,400,HIGH
KOU-001-013,KOU-001,Koukaki North,RESIDENTIAL,https://spitogatos.gr/property/kou-001-13,114,D,515508,4522.0,6.15,CONDITIONAL_BUY,HOLD_APPRECIATE,463957,0.4,7.0,6.0,250,HIGH
KOU-002-013,KOU-002,Koukaki Central,RESIDENTIAL,https://spitogatos.gr/property/kou-002-13,114,D,488376,4284.0,6.15,CONDITIONAL_BUY,HOLD_APPRECIATE,439538,0.4,6.5,5.5,250,HIGH
KOL-002-013,KOL-002,Kolonaki East,RESIDENTIAL,https://spitogatos.gr/property/kol-002-13,114,D,922488,8092.0,6.15,CONDITIONAL_BUY,HOLD_APPRECIATE,830239,0.38,3.5,7.5,400,MEDIUM
PSY-001-012,PSY-001,Psyrri Central,CULTURAL,https://spitogatos.gr/property/psy-001-12,111,C,412032,3712.0,6.1,CONDITIONAL_BUY,HOLD_APPRECIATE,370828,0.43600000000000005,6.5,7.0,200,HIGH
EXA-001-012,EXA-001,Exarchia Central,CULTURAL,https://spitogatos.gr/property/exa-001-12,111,C,437784,3944.0,6.1,CONDITIONAL_BUY,HOLD_APPRECIATE,394005,0.41600000000000004,5.5,6.5,400,HIGH
PSY-001-006,PSY-001,Psyrri Central,CULTURAL,https://spitogatos.gr/property/psy-001-6,93,D,291648,3136.0,6.045,CONDITIONAL_BUY,HOLD_APPRECIATE,262483,0.43600000000000005,6.5,7.0,200,HIGH
EXA-001-006,EXA-001,Exarchia Central,CULTURAL,https://spitogatos.gr/property/exa-001-6,93,D,309876,3332.0,6.045,CONDITIONAL_BUY,HOLD_APPRECIATE,278888,0.41600000000000004,5.5,6.5,400,HIGH
PSY-001-013,PSY-001,Psyrri Central,CULTURAL,https://spitogatos.gr/property/psy-001-13,114,D,434112,3808.0,5.85,HOLD,HOLD_APPRECIATE,368995,0.43600000000000005,6.5,7.0,200,HIGH
EXA-001-013,EXA-001,Exarchia Central,CULTURAL,https://spitogatos.gr/property/exa-001-13,114,D,461244,4046.0,5.85,HOLD,HOLD_APPRECIATE,392057,0.41600000000000004,5.5,6.5,400,HIGH
