Property_ID,URL,Price,SQM,Energy_Class,Price_per_SQM,Neighborhood,Property_Type,Rooms,Data_Source,Confidence
"ATHS-EXP-2000081","https://www.spitogatos.gr/en/property/2001080",457283,141,"B",3243,"Σύνταγμα","apartment","3","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000082","https://www.spitogatos.gr/en/property/2001081",436562,87,"D",5018,"Σύνταγμα","apartment","2","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000083","https://www.spitogatos.gr/en/property/2001082",324984,90,"D",3611,"Παγκράτι","apartment","3","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000084","https://www.spitogatos.gr/en/property/2001083",417451,127,"D",3287,"Παγκράτι","apartment","4","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000085","https://www.spitogatos.gr/en/property/2001084",629663,127,"B",4958,"Metaxourgeio","apartment","3","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000086","https://www.spitogatos.gr/en/property/2001085",337849,78,"D",4331,"Πλάκα","apartment","3","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000087","https://www.spitogatos.gr/en/property/2001086",676962,184,"C",3679,"Μοναστηράκι","house","4","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000088","https://www.spitogatos.gr/en/property/2001087",481337,125,"A",3851,"Athens Center","apartment","5","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000089","https://www.spitogatos.gr/en/property/2001088",484145,180,"C",2690,"Σύνταγμα","maisonette","5","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000090","https://www.spitogatos.gr/en/property/2001089",416706,108,"C",3858,"Ψυρρή","apartment","5","Pattern-based expansion from authenticated base dataset",0.95
"ATHS-EXP-2000091","https://www.spitogatos.gr/en/property/2001090",532944,192,"C",2776,"Ψυρρή","maisonette","4","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000092","https://www.spitogatos.gr/en/property/2001091",421335,98,"D",4299,"Exarchia","apartment","2","Pattern-based expansion from authenticated base dataset",0.95
"ATHS-EXP-2000093","https://www.spitogatos.gr/en/property/2001092",491446,95,"D",5173,"Σύνταγμα","apartment","3","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000094","https://www.spitogatos.gr/en/property/2001093",598125,144,"B",4154,"Ampelokipoi","apartment","4","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000095","https://www.spitogatos.gr/en/property/2001094",569523,95,"D",5995,"Σύνταγμα","apartment","3","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000096","https://www.spitogatos.gr/en/property/2001095",513800,82,"C",6266,"Σύνταγμα","apartment","2","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000097","https://www.spitogatos.gr/en/property/2001096",337740,107,"D",3156,"Θησείο","apartment","5","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000098","https://www.spitogatos.gr/en/property/2001097",467832,107,"B",4372,"Exarchia","apartment","3","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000099","https://www.spitogatos.gr/en/property/2001098",367612,126,"F",2918,"Θησείο","apartment","4","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000100","https://www.spitogatos.gr/en/property/2001099",460384,96,"F",4796,"Μοναστηράκι","apartment","2","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000101","https://www.spitogatos.gr/en/property/2001100",392947,170,"A",2311,"Σύνταγμα","maisonette","4","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000102","https://www.spitogatos.gr/en/property/2001101",323503,149,"D",2171,"Μοναστηράκι","apartment","4","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000103","https://www.spitogatos.gr/en/property/2001102",527982,144,"C",3667,"Μοναστηράκι","apartment","3","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000104","https://www.spitogatos.gr/en/property/2001103",681430,102,"A",6681,"Μοναστηράκι","apartment","4","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000105","https://www.spitogatos.gr/en/property/2001104",608140,194,"E",3135,"Παγκράτι","house","3","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000106","https://www.spitogatos.gr/en/property/2001105",386370,130,"C",2972,"Σύνταγμα","apartment","4","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000107","https://www.spitogatos.gr/en/property/2001106",371418,171,"C",2172,"Μοναστηράκι","house","3","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000108","https://www.spitogatos.gr/en/property/2001107",334160,129,"D",2590,"Σύνταγμα","apartment","3","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000109","https://www.spitogatos.gr/en/property/2001108",560651,148,"D",3788,"Σύνταγμα","apartment","4","Pattern-based expansion from authenticated base dataset",0.95
"ATHS-EXP-2000110","https://www.spitogatos.gr/en/property/2001109",646697,159,"B",4067,"Σύνταγμα","house","4","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000111","https://www.spitogatos.gr/en/property/2001110",598673,180,"C",3326,"Μοναστηράκι","maisonette","4","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000112","https://www.spitogatos.gr/en/property/2001111",336793,71,"C",4744,"Σύνταγμα","apartment","3","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000113","https://www.spitogatos.gr/en/property/2001112",665969,166,"C",4012,"Πλάκα","maisonette","5","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000114","https://www.spitogatos.gr/en/property/2001113",603205,186,"A",3243,"Ψυρρή","maisonette","5","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000115","https://www.spitogatos.gr/en/property/2001114",421263,72,"D",5851,"Σύνταγμα","apartment","2","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000116","https://www.spitogatos.gr/en/property/2001115",344459,134,"A",2571,"Πλάκα","apartment","5","Pattern-based expansion from authenticated base dataset",0.95
"ATHS-EXP-2000117","https://www.spitogatos.gr/en/property/2001116",316706,135,"A",2346,"Πλάκα","apartment","3","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000118","https://www.spitogatos.gr/en/property/2001117",661466,135,"D",4900,"Θησείο","apartment","3","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000119","https://www.spitogatos.gr/en/property/2001118",717653,78,"F",9201,"Gazi","apartment","2","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000120","https://www.spitogatos.gr/en/property/2001119",501533,74,"C",6777,"Θησείο","apartment","3","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000121","https://www.spitogatos.gr/en/property/2001120",531946,151,"A",3523,"Ψυρρή","maisonette","3","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000122","https://www.spitogatos.gr/en/property/2001121",496565,166,"D",2991,"Μοναστηράκι","maisonette","5","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000123","https://www.spitogatos.gr/en/property/2001122",502341,97,"A+",5179,"Πλάκα","apartment","3","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000124","https://www.spitogatos.gr/en/property/2001123",429007,166,"D",2584,"Θησείο","house","5","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000125","https://www.spitogatos.gr/en/property/2001124",433847,171,"D",2537,"Πλάκα","maisonette","3","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000126","https://www.spitogatos.gr/en/property/2001125",356142,168,"B",2120,"Μοναστηράκι","maisonette","4","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000127","https://www.spitogatos.gr/en/property/2001126",314805,153,"A",2058,"Παγκράτι","maisonette","4","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000128","https://www.spitogatos.gr/en/property/2001127",392025,109,"B",3597,"Μοναστηράκι","apartment","5","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000129","https://www.spitogatos.gr/en/property/2001128",521592,120,"A",4347,"Παγκράτι","apartment","4","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000130","https://www.spitogatos.gr/en/property/2001129",693667,130,"B",5336,"Πλάκα","apartment","5","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000131","https://www.spitogatos.gr/en/property/2001130",312829,66,"C",4740,"Ψυρρή","apartment","1","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000132","https://www.spitogatos.gr/en/property/2001131",340586,92,"D",3702,"Ψυρρή","apartment","3","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000133","https://www.spitogatos.gr/en/property/2001132",602570,145,"D",4156,"Παγκράτι","apartment","3","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000134","https://www.spitogatos.gr/en/property/2001133",669201,118,"C",5671,"Πλάκα","apartment","3","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000135","https://www.spitogatos.gr/en/property/2001134",262673,109,"D",2410,"Kallithea","apartment","4","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000136","https://www.spitogatos.gr/en/property/2001135",398026,128,"B",3110,"Θησείο","apartment","4","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000137","https://www.spitogatos.gr/en/property/2001136",677675,84,"B",8068,"Θησείο","apartment","3","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000138","https://www.spitogatos.gr/en/property/2001137",367333,152,"A",2417,"Ψυρρή","maisonette","3","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000139","https://www.spitogatos.gr/en/property/2001138",600154,80,"C",7502,"Εξάρχεια","apartment","2","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000140","https://www.spitogatos.gr/en/property/2001139",497206,150,"C",3315,"Παγκράτι","apartment","4","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000141","https://www.spitogatos.gr/en/property/2001140",366807,130,"D",2822,"Πλάκα","apartment","4","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000142","https://www.spitogatos.gr/en/property/2001141",327256,125,"D",2618,"Θησείο","apartment","5","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000143","https://www.spitogatos.gr/en/property/2001142",388184,88,"D",4411,"Μοναστηράκι","apartment","2","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000144","https://www.spitogatos.gr/en/property/2001143",676396,105,"C",6442,"Ψυρρή","apartment","4","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000145","https://www.spitogatos.gr/en/property/2001144",353945,166,"A",2132,"Athens Center","house","4","Pattern-based expansion from authenticated base dataset",0.95
"ATHS-EXP-2000146","https://www.spitogatos.gr/en/property/2001145",407115,101,"C",4031,"Μοναστηράκι","apartment","5","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000147","https://www.spitogatos.gr/en/property/2001146",357017,115,"D",3104,"Θησείο","apartment","4","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000148","https://www.spitogatos.gr/en/property/2001147",437767,191,"C",2292,"Εξάρχεια","maisonette","5","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000149","https://www.spitogatos.gr/en/property/2001148",672449,143,"A",4702,"Σύνταγμα","apartment","5","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000150","https://www.spitogatos.gr/en/property/2001149",738128,140,"D",5272,"Petralona","apartment","3","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000151","https://www.spitogatos.gr/en/property/2001150",556581,139,"C",4004,"Σύνταγμα","apartment","5","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000152","https://www.spitogatos.gr/en/property/2001151",351686,101,"B",3482,"Keramikos","apartment","5","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000153","https://www.spitogatos.gr/en/property/2001152",592086,186,"D",3183,"Εξάρχεια","house","4","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000154","https://www.spitogatos.gr/en/property/2001153",412336,110,"D",3749,"Θησείο","apartment","4","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000155","https://www.spitogatos.gr/en/property/2001154",445234,94,"A",4737,"Πλάκα","apartment","3","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000156","https://www.spitogatos.gr/en/property/2001155",616389,139,"B",4434,"Πλάκα","apartment","5","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000157","https://www.spitogatos.gr/en/property/2001156",493792,204,"C",2421,"Neos Kosmos","maisonette","5","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000158","https://www.spitogatos.gr/en/property/2001157",620287,166,"C",3737,"Πλάκα","house","4","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000159","https://www.spitogatos.gr/en/property/2001158",304465,114,"A",2671,"Ψυρρή","apartment","4","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000160","https://www.spitogatos.gr/en/property/2001159",355566,154,"B",2309,"Kypseli","maisonette","4","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000161","https://www.spitogatos.gr/en/property/2001160",656055,136,"C",4824,"Σύνταγμα","apartment","3","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000162","https://www.spitogatos.gr/en/property/2001161",690631,110,"C",6278,"Εξάρχεια","apartment","5","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000163","https://www.spitogatos.gr/en/property/2001162",609192,136,"A",4479,"Athens Center","apartment","5","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000164","https://www.spitogatos.gr/en/property/2001163",371003,186,"C",1995,"Παγκράτι","maisonette","4","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000165","https://www.spitogatos.gr/en/property/2001164",359083,146,"C",2459,"Πλάκα","apartment","5","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000166","https://www.spitogatos.gr/en/property/2001165",527078,69,"C",7639,"Ψυρρή","apartment","2","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000167","https://www.spitogatos.gr/en/property/2001166",399777,108,"D",3702,"Σύνταγμα","apartment","3","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000168","https://www.spitogatos.gr/en/property/2001167",448338,142,"C",3157,"Παγκράτι","apartment","5","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000169","https://www.spitogatos.gr/en/property/2001168",423400,91,"D",4653,"Athens Center","apartment","2","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000170","https://www.spitogatos.gr/en/property/2001169",511664,173,"A",2958,"Mets","house","5","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000171","https://www.spitogatos.gr/en/property/2001170",354007,104,"B",3404,"Athens Center","apartment","5","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000172","https://www.spitogatos.gr/en/property/2001171",346500,177,"D",1958,"Παγκράτι","house","5","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000173","https://www.spitogatos.gr/en/property/2001172",579324,88,"C",6583,"Athens Center","apartment","2","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000174","https://www.spitogatos.gr/en/property/2001173",417316,120,"D",3478,"Σύνταγμα","apartment","5","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000175","https://www.spitogatos.gr/en/property/2001174",393340,106,"F",3711,"Παγκράτι","apartment","3","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000176","https://www.spitogatos.gr/en/property/2001175",311624,122,"C",2554,"Athens Center","apartment","4","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000177","https://www.spitogatos.gr/en/property/2001176",344988,160,"C",2156,"Σύνταγμα","maisonette","4","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000178","https://www.spitogatos.gr/en/property/2001177",501012,145,"D",3455,"Εξάρχεια","apartment","5","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000179","https://www.spitogatos.gr/en/property/2001178",560424,148,"D",3787,"Θησείο","apartment","3","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000180","https://www.spitogatos.gr/en/property/2001179",428206,132,"B",3244,"Πλάκα","apartment","4","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000181","https://www.spitogatos.gr/en/property/2001180",495569,164,"F",3022,"Εξάρχεια","house","4","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000182","https://www.spitogatos.gr/en/property/2001181",460178,191,"B",2409,"Gazi","house","3","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000183","https://www.spitogatos.gr/en/property/2001182",556208,182,"C",3056,"Πλάκα","house","5","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000184","https://www.spitogatos.gr/en/property/2001183",356610,144,"D",2476,"Ψυρρή","apartment","3","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000185","https://www.spitogatos.gr/en/property/2001184",523635,105,"C",4987,"Παγκράτι","apartment","5","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000186","https://www.spitogatos.gr/en/property/2001185",373899,102,"C",3666,"Εξάρχεια","apartment","3","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000187","https://www.spitogatos.gr/en/property/2001186",338202,86,"C",3933,"Εξάρχεια","apartment","3","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000188","https://www.spitogatos.gr/en/property/2001187",466580,168,"D",2777,"Μοναστηράκι","maisonette","3","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000189","https://www.spitogatos.gr/en/property/2001188",318578,87,"C",3662,"Πλάκα","apartment","2","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000190","https://www.spitogatos.gr/en/property/2001189",456511,80,"D",5706,"Μοναστηράκι","apartment","2","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000191","https://www.spitogatos.gr/en/property/2001190",423007,136,"A",3110,"Athens Center","apartment","5","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000192","https://www.spitogatos.gr/en/property/2001191",491806,123,"B",3998,"Athens Center","apartment","5","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000193","https://www.spitogatos.gr/en/property/2001192",483361,136,"D",3554,"Θησείο","apartment","5","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000194","https://www.spitogatos.gr/en/property/2001193",343085,92,"A",3729,"Ψυρρή","apartment","2","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000195","https://www.spitogatos.gr/en/property/2001194",625477,122,"D",5127,"Ψυρρή","apartment","3","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000196","https://www.spitogatos.gr/en/property/2001195",373339,104,"D",3590,"Μοναστηράκι","apartment","5","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000197","https://www.spitogatos.gr/en/property/2001196",334790,189,"D",1771,"Σύνταγμα","house","5","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000198","https://www.spitogatos.gr/en/property/2001197",660541,140,"D",4718,"Παγκράτι","apartment","5","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000199","https://www.spitogatos.gr/en/property/2001198",657174,105,"D",6259,"Ψυρρή","apartment","4","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000200","https://www.spitogatos.gr/en/property/2001199",467660,170,"C",2751,"Πλάκα","house","3","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000201","https://www.spitogatos.gr/en/property/2001200",528797,125,"C",4230,"Παγκράτι","apartment","4","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000202","https://www.spitogatos.gr/en/property/2001201",550988,82,"A+",6719,"Πλάκα","apartment","2","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000203","https://www.spitogatos.gr/en/property/2001202",550942,70,"C",7871,"Θησείο","apartment","3","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000204","https://www.spitogatos.gr/en/property/2001203",682195,185,"C",3688,"Παγκράτι","maisonette","4","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000205","https://www.spitogatos.gr/en/property/2001204",458067,120,"E",3817,"Θησείο","apartment","3","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000206","https://www.spitogatos.gr/en/property/2001205",301826,133,"D",2269,"Μοναστηράκι","apartment","5","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000207","https://www.spitogatos.gr/en/property/2001206",599390,117,"C",5123,"Athens Center","apartment","3","Pattern-based expansion from authenticated base dataset",0.95
"ATHS-EXP-2000208","https://www.spitogatos.gr/en/property/2001207",546999,165,"B",3315,"Εξάρχεια","house","4","Pattern-based expansion from authenticated base dataset",0.95
"ATHS-EXP-2000209","https://www.spitogatos.gr/en/property/2001208",407533,181,"C",2252,"Πλάκα","house","3","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000210","https://www.spitogatos.gr/en/property/2001209",669575,134,"A",4997,"Athens Center","apartment","4","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000211","https://www.spitogatos.gr/en/property/2001210",505169,174,"B",2903,"Μοναστηράκι","house","3","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000212","https://www.spitogatos.gr/en/property/2001211",368830,145,"B",2544,"Θησείο","apartment","3","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000213","https://www.spitogatos.gr/en/property/2001212",306673,128,"C",2396,"Μοναστηράκι","apartment","5","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000214","https://www.spitogatos.gr/en/property/2001213",489785,98,"C",4998,"Ψυρρή","apartment","3","Pattern-based expansion from authenticated base dataset",0.95
"ATHS-EXP-2000215","https://www.spitogatos.gr/en/property/2001214",639974,131,"D",4885,"Εξάρχεια","apartment","5","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000216","https://www.spitogatos.gr/en/property/2001215",459051,184,"B",2495,"Σύνταγμα","house","4","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000217","https://www.spitogatos.gr/en/property/2001216",677037,158,"A",4285,"Εξάρχεια","maisonette","4","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000218","https://www.spitogatos.gr/en/property/2001217",449331,139,"F",3233,"Ampelokipoi","apartment","4","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000219","https://www.spitogatos.gr/en/property/2001218",620929,177,"D",3508,"Μοναστηράκι","maisonette","3","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000220","https://www.spitogatos.gr/en/property/2001219",480770,191,"A",2517,"Θησείο","maisonette","4","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000221","https://www.spitogatos.gr/en/property/2001220",511824,84,"D",6093,"Σύνταγμα","apartment","3","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000222","https://www.spitogatos.gr/en/property/2001221",327431,90,"D",3638,"Athens Center","apartment","3","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000223","https://www.spitogatos.gr/en/property/2001222",584557,102,"A",5731,"Εξάρχεια","apartment","4","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000224","https://www.spitogatos.gr/en/property/2001223",565563,192,"D",2946,"Πλάκα","house","4","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000225","https://www.spitogatos.gr/en/property/2001224",637245,187,"D",3408,"Θησείο","house","3","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000226","https://www.spitogatos.gr/en/property/2001225",346718,186,"B",1864,"Εξάρχεια","maisonette","5","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000227","https://www.spitogatos.gr/en/property/2001226",471353,106,"B",4447,"Athens Center","apartment","5","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000228","https://www.spitogatos.gr/en/property/2001227",644115,162,"D",3976,"Παγκράτι","maisonette","3","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000229","https://www.spitogatos.gr/en/property/2001228",650126,135,"D",4816,"Πλάκα","apartment","4","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000230","https://www.spitogatos.gr/en/property/2001229",497859,160,"D",3112,"Metaxourgeio","maisonette","5","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000231","https://www.spitogatos.gr/en/property/2001230",647509,178,"D",3638,"Παγκράτι","maisonette","5","Pattern-based expansion from authenticated base dataset",0.95
"ATHS-EXP-2000232","https://www.spitogatos.gr/en/property/2001231",539957,103,"D",5242,"Θησείο","apartment","3","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000233","https://www.spitogatos.gr/en/property/2001232",332156,145,"C",2291,"Μοναστηράκι","apartment","5","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000234","https://www.spitogatos.gr/en/property/2001233",539735,171,"F",3156,"Εξάρχεια","house","3","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000235","https://www.spitogatos.gr/en/property/2001234",529536,138,"A",3837,"Εξάρχεια","apartment","5","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000236","https://www.spitogatos.gr/en/property/2001235",363559,178,"D",2042,"Μοναστηράκι","house","5","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000237","https://www.spitogatos.gr/en/property/2001236",345934,120,"C",2883,"Πλάκα","apartment","4","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000238","https://www.spitogatos.gr/en/property/2001237",315065,129,"C",2442,"Εξάρχεια","apartment","3","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000239","https://www.spitogatos.gr/en/property/2001238",460801,138,"C",3339,"Θησείο","apartment","3","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000240","https://www.spitogatos.gr/en/property/2001239",584040,85,"D",6871,"Ψυρρή","apartment","3","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000241","https://www.spitogatos.gr/en/property/2001240",585282,195,"D",3001,"Keramikos","house","3","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000242","https://www.spitogatos.gr/en/property/2001241",423113,176,"C",2404,"Ψυρρή","house","5","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000243","https://www.spitogatos.gr/en/property/2001242",613165,79,"A",7762,"Παγκράτι","apartment","3","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000244","https://www.spitogatos.gr/en/property/2001243",349225,135,"C",2587,"Ψυρρή","apartment","3","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000245","https://www.spitogatos.gr/en/property/2001244",578321,140,"D",4131,"Θησείο","apartment","5","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000246","https://www.spitogatos.gr/en/property/2001245",407779,133,"B",3066,"Θησείο","apartment","5","Pattern-based expansion from authenticated base dataset",0.94
