property_id,url,title,neighborhood,price,sqm,price_per_sqm,energy_class,rooms,source_dataset,value_score,value_rating,energy_efficiency_score,size_score,location_score,overall_investment_score,investment_category
3bfab0ab61e3,https://www.spitogatos.gr/en/property/1117440170,"Sale, Detached house, 350m² Gazi - Metaxourgio - Votanikos, Votanikos | 17440170 | Spitogatos",Athens Center,590000.0,350.0,1685.7142857142858,C,1,Original Base Dataset,Excellent,5,3,2,3,3.4,Good Investment
c2b6ab509f89,https://www.spitogatos.gr/en/property/1117612262,"Sale, Apartment, 70m² Patision - Acharnon, Agios Nikolaos | 17612262 | Spitogatos",Athens Center,195000.0,70.0,2785.714285714286,C,1,Original Base Dataset,Good,3,3,5,3,3.4,Good Investment
a186a73cf070,https://www.spitogatos.gr/en/property/1117050794,"Sale, Apartment, 74m² Kolonos - Kolokynthous, Kolonos | 17050794 | Spitogatos",Athens Center,210000.0,74.0,2837.837837837838,C,1,Original Base Dataset,Good,3,3,5,3,3.4,Good Investment
586eb86ad04a,https://www.spitogatos.gr/en/property/1116929663,"Sale, Apartment, 132m² Patision - Acharnon, Agios Panteleimonas | 16929663 | Spitogatos",Athens Center,180000.0,132.0,1363.6363636363637,D,3,Original Base Dataset,Excellent,5,2,3,3,3.4,Good Investment
f094773230d6,https://www.spitogatos.gr/en/property/1117447296,"Sale, Apartment, 45m² Attiki, Thimarakia | 17447296 | Spitogatos",Athens Center,115000.0,45.0,2555.5555555555557,C,1,Original Base Dataset,Good,3,3,5,3,3.4,Good Investment
f0a37cab367d,https://www.spitogatos.gr/en/property/1117931915,"Sale, Apartment, 98m² Athens - Center, Gizi - Pedion Areos | 17931915 | Spitogatos",Athens Center,377000.0,98.0,3846.938775510204,A,1,Original Base Dataset,Fair,2,5,4,3,3.3000000000000003,Good Investment
12f78e13e825,https://www.spitogatos.gr/en/property/1116669206,"Sale, Apartment, 113m² Ampelokipoi - Pentagon, Girokomeio | 16669206 | Spitogatos",Ampelokipoi,298000.0,113.0,2637.16814159292,A,1,Original Base Dataset,Good,3,5,4,2,3.3000000000000003,Good Investment
e5e3eaaee4f8,https://www.spitogatos.gr/en/property/1115721901,"Sale, Apartment, 97m² Kipseli, Platia Kipselis | 15721901 | Spitogatos",Kipseli,150000.0,97.0,1546.3917525773195,D,2,Original Base Dataset,Excellent,5,2,4,2,3.3000000000000003,Good Investment
b4bd6964d8af,https://www.spitogatos.gr/en/property/1117828141,"Sale, Apartment, 92m² Neos Kosmos, Kinosargous | 17828141 | Spitogatos",Athens Center,205000.0,92.0,2228.2608695652175,D,1,Original Base Dataset,Very Good,4,2,4,3,3.3000000000000003,Good Investment
e48e69187182,https://www.spitogatos.gr/en/property/1117629227,"Sale, Apartment, 140m² Neos Kosmos, Kinosargous | 17629227 | Spitogatos",Athens Center,340000.0,140.0,2428.5714285714284,C,1,Original Base Dataset,Very Good,4,3,3,3,3.3000000000000003,Good Investment
2cacb19752f5,https://www.spitogatos.gr/en/property/1117953175,"Sale, Apartment, 98m² Athens - Center, Kolonaki - Lykavittos | 17953175 | Spitogatos",Kolonaki,360000.0,98.0,3673.469387755102,D,1,Original Base Dataset,Fair,2,2,4,5,3.3,Good Investment
0ada9049e10b,https://www.spitogatos.gr/en/property/1117768757,"Sale, Apartment, 48m² Patision - Acharnon, Ag. Meletiou - Viktorias Sq. - Marni | 17768757 | Spitogatos",Exarchia,268421.0,48.0,5592.104166666667,B,1,Proven Collector Results,Premium,1,4,5,4,3.3,Good Investment
a2d7103fb1ca,https://www.spitogatos.gr/en/property/1118036892,"Sale, Apartment, 90m² Kipseli, Ano Kipseli - Evelpidon | 18036892 | Spitogatos",Exarchia,230000.0,90.0,2555.5555555555557,D,1,Proven Collector Results,Good,3,2,4,4,3.3,Good Investment
8cdded61814e,https://www.spitogatos.gr/en/property/1116509665,"Sale, Apartment, 92m² Neos Kosmos, Kinosargous | 16509665 | Spitogatos",Exarchia,260000.0,92.0,2826.086956521739,D,2,Scalable Collector Results,Good,3,2,4,4,3.3,Good Investment
7e095358aa9a,https://www.spitogatos.gr/en/property/1117861263,"Sale, Apartment, 90m² Kolonaki - Lykavittos, Kolonaki | 17861263 | Spitogatos",Exarchia,630000.0,90.0,7000.0,A,2,Parallel Batch Results,Premium,1,5,4,4,3.3,Good Investment
f0960a94c64b,https://www.spitogatos.gr/en/property/1117168894,"Sale, Apartment, 104m² Kipseli, Fokionos Negri | 17168894 | Spitogatos",Exarchia,260000.0,104.0,2500.0,D,2,Parallel Batch Results,Good,3,2,4,4,3.3,Good Investment
c7ef8363b34a,https://www.spitogatos.gr/en/property/1117626301,"Sale, Apartment, 84m² Neos Kosmos, Center | 17626301 | Spitogatos",Exarchia,280000.0,84.0,3333.3333333333335,C,3,Scalable Collector Results,Fair,2,3,4,4,3.2,Good Investment
46b4850f7b09,https://www.spitogatos.gr/en/property/1118007284,"Sale, Apartment, 123m² Athens - Center, Kipseli | 18007284 | Spitogatos",Exarchia,265000.0,123.0,2154.471544715447,E,1,Parallel Batch Results,Very Good,4,1,3,4,3.2,Good Investment
f4000cccaeae,https://www.spitogatos.gr/en/property/1117800351,"Sale, Apartment, 91m² Kolonaki - Lykavittos, Likavittos | 17800351 | Spitogatos",Kolonaki,435000.0,91.0,4780.219780219781,C,1,Original Base Dataset,Premium,1,3,4,5,3.2,Good Investment
2a9695c04a92,https://www.spitogatos.gr/en/property/1116844797,"Sale, Apartment, 97m² Kolonaki - Lykavittos, Rigilis | 16844797 | Spitogatos",Kolonaki,900000.0,97.0,9278.350515463917,C,1,Original Base Dataset,Premium,1,3,4,5,3.2,Good Investment
e851c6a8a89d,https://www.spitogatos.gr/en/property/1117161519,"Sale, Apartment, 112m² Kolonaki - Lykavittos, Kolonaki | 17161519 | Spitogatos",Kolonaki,980000.0,112.0,8750.0,C,1,Original Base Dataset,Premium,1,3,4,5,3.2,Good Investment
76a0d420aec1,https://www.spitogatos.gr/en/property/1117953428,"Sale, Apartment, 295m² Kolonaki - Lykavittos, Kolonaki | 17953428 | Spitogatos",Kolonaki,1180000.0,295.0,4000.0,A,1,Original Base Dataset,Premium,1,5,2,5,3.2,Good Investment
e2c9a0660a9f,https://www.spitogatos.gr/en/property/1117299465,"Sale, Apartment, 111m² Kipseli, Ano Kipseli - Evelpidon | 17299465 | Spitogatos",Exarchia,350000.0,111.0,3153.153153153153,C,1,Parallel Batch Results,Fair,2,3,4,4,3.2,Good Investment
7bb2c3a5e027,https://www.spitogatos.gr/en/property/1114275120,"Sale, Apartment, 68m² Koukaki - Makrygianni, Koukaki - Pediki Chara | 14275120 | Spitogatos",Exarchia,210000.0,68.0,3088.235294117647,D,1,Scalable Collector Results,Fair,2,2,5,4,3.2,Good Investment
0e90c1418c46,https://www.spitogatos.gr/en/property/1117918633,"Sale, Apartment, 65m² Neos Kosmos, Kinosargous | 17918633 | Spitogatos",Exarchia,195000.0,65.0,3000.0,D,2,Scalable Collector Results,Fair,2,2,5,4,3.2,Good Investment
d523da6843ee,https://www.spitogatos.gr/en/property/1117851604,"Sale, Apartment, 68m² Athens - Center, Petralona | 17851604 | Spitogatos",Exarchia,250000.0,68.0,3676.470588235294,D,2,Scalable Collector Results,Fair,2,2,5,4,3.2,Good Investment
3fcf3849fe16,https://www.spitogatos.gr/en/property/1115550119,"Sale, Apartment, 160m² Exarchia - Neapoli, Exarcheia | 15550119 | Spitogatos",Exarchia,330000.0,160.0,2062.5,D,3,Scalable Collector Results,Very Good,4,2,2,4,3.2,Good Investment
0e70983dd9df,https://www.spitogatos.gr/en/property/1117439745,"Sale, Apartment, 96m² Exarchia - Neapoli, Neapoli Exarcheion | 17439745 | Spitogatos",Exarchia,290000.0,96.0,3020.8333333333335,C,1,Parallel Batch Results,Fair,2,3,4,4,3.2,Good Investment
138e0c58e072,https://www.spitogatos.gr/en/property/1117385669,"Sale, Apartment, 52m² Ampelokipoi - Pentagon, Soutsou | 17385669 | Spitogatos",Exarchia,160000.0,52.0,3076.923076923077,D,1,Parallel Batch Results,Fair,2,2,5,4,3.2,Good Investment
8ba8c588c89f,https://www.spitogatos.gr/en/property/1117364353,"Sale, Apartment, 70m² Sepolia - Skouze, Sepolia | 17364353 | Spitogatos",Athens Center,195000.0,70.0,2785.714285714286,D,2,Original Base Dataset,Good,3,2,5,3,3.1999999999999997,Good Investment
e5fe319d62b5,https://www.spitogatos.gr/en/property/1117770219,"Sale, Apartment, 44m² Neos Kosmos, Center | 17770219 | Spitogatos",Athens Center,128000.0,44.0,2909.090909090909,D,1,Original Base Dataset,Good,3,2,5,3,3.1999999999999997,Good Investment
56e2cedf0d75,https://www.spitogatos.gr/en/property/1117828519,"Sale, Apartment, 38m² Athens - Center, Kipseli | 17828519 | Spitogatos",Kipseli,70000.0,38.0,1842.1052631578948,D,1,Original Base Dataset,Excellent,5,2,3,2,3.1,Good Investment
8c236e3100d2,https://www.spitogatos.gr/en/property/1117558960,"Sale, Apartment, 46m² Exarchia - Neapoli, Exarcheia | 17558960 | Spitogatos",Exarchia,199000.0,46.0,4326.086956521739,C,1,Original Base Dataset,Premium,1,3,5,4,3.1,Good Investment
90781c77a60d,https://www.spitogatos.gr/en/property/1115537516,"Sale, Apartment, 175m² Kolonaki - Lykavittos, Kolonaki | 15537516 | Spitogatos",Kolonaki,695000.0,175.0,3971.4285714285716,C,1,Original Base Dataset,Fair,2,3,2,5,3.1,Good Investment
392dfe044eb7,https://www.spitogatos.gr/en/property/1117735051,"Sale, Maisonette, 134m² Agios Eleftherios - Probona - Rizoupoli, Agios Eleftherios | 17735051 | Spitogatos",Athens Center,310000.0,134.0,2313.4328358208954,D,3,Original Base Dataset,Very Good,4,2,3,3,3.1,Good Investment
28cf2bb17c9f,https://www.spitogatos.gr/en/property/1117234676,"Sale, Apartment, 93m² Athens - Center, Neos Kosmos | 17234676 | Spitogatos",Athens Center,295000.0,93.0,3172.043010752688,B,1,Original Base Dataset,Fair,2,4,4,3,3.1,Good Investment
8f9d3f7653ee,https://www.spitogatos.gr/en/property/1116222768,"Sale, Apartment, 50m² Kipseli, Nea Kipseli | 16222768 | Spitogatos",Kipseli,142000.0,50.0,2840.0,C,1,Original Base Dataset,Good,3,3,5,2,3.1,Good Investment
a38c82de06f7,https://www.spitogatos.gr/en/property/1117136794,"Sale, Apartment, 57m² Kolonaki - Lykavittos, Kolonaki | 17136794 | Spitogatos",Exarchia,500000.0,57.0,8771.929824561403,C,1,Proven Collector Results,Premium,1,3,5,4,3.1,Good Investment
9c4f908227bb,https://www.spitogatos.gr/en/property/1115648639,"Sale, Apartment, 142m² Kolonaki - Lykavittos, Likavittos | 15648639 | Spitogatos",Exarchia,600000.0,142.0,4225.352112676056,A,1,Proven Collector Results,Premium,1,5,3,4,3.1,Good Investment
c312f6306d87,https://www.spitogatos.gr/en/property/1117491739,"Sale, Apartment, 56m² Pagkrati, Pagkrati Center | 17491739 | Spitogatos",Exarchia,257000.0,56.0,4589.285714285715,C,1,Parallel Batch Results,Premium,1,3,5,4,3.1,Good Investment
d69cd0fee103,https://www.spitogatos.gr/en/property/1116064024,"Sale, Apartment, 114m² Kipseli, Ano Kipseli - Evelpidon | 16064024 | Spitogatos",Kipseli,240000.0,114.0,2105.2631578947367,D,1,Original Base Dataset,Very Good,4,2,4,2,3.0000000000000004,Good Investment
79910b499d5f,https://www.spitogatos.gr/en/property/1117053990,"Sale, Apartment, 340m² Kolonaki - Lykavittos, Kolonaki | 17053990 | Spitogatos",Kolonaki,1850000.0,340.0,5441.176470588235,B,4,Original Base Dataset,Premium,1,4,2,5,3.0,Good Investment
712fce2c776c,https://www.spitogatos.gr/en/property/1117303634,"Sale, Apartment, 56m² Athens - Center, Historic Center | 17303634 | Spitogatos",Athens Center,395000.0,56.0,7053.571428571428,B,1,Original Base Dataset,Premium,1,4,5,3,3.0,Good Investment
0b3c6f83d353,https://www.spitogatos.gr/en/property/1117765680,"Sale, Apartment, 265m² Athens - Center, Poligono - Tourkovounia | 17765680 | Spitogatos",Athens Center,779000.0,265.0,2939.622641509434,B,1,Original Base Dataset,Good,3,4,2,3,3.0,Good Investment
65cf84a1efc4,https://www.spitogatos.gr/en/property/1116989132,"Sale, Detached house, 112m² Historic Center, Plaka | 16989132 | Spitogatos",Plaka,580000.0,112.0,5178.571428571428,D,1,Original Base Dataset,Premium,1,2,4,5,3.0,Good Investment
be54425458f1,https://www.spitogatos.gr/en/property/1115365862,"Sale, Apartment, 140m² Mets - Kalimarmaro, Mets | 15365862 | Spitogatos",Exarchia,460000.0,140.0,3285.714285714286,C,3,Proven Collector Results,Fair,2,3,3,4,3.0,Good Investment
ec59865e47e3,https://www.spitogatos.gr/en/property/1117238428,"Sale, Apartment, 90m² Athens - Center, Kolonaki - Lykavittos | 17238428 | Spitogatos",Exarchia,310000.0,90.0,3444.4444444444443,D,2,Scalable Collector Results,Fair,2,2,4,4,3.0,Good Investment
996d5002f54d,https://www.spitogatos.gr/en/property/1116241211,"Sale, Apartment, 72m² Ano Patisia, Platia Papadiamanti | 16241211 | Spitogatos",Exarchia,271700.0,72.0,3773.6111111111113,A+,2,Scalable Collector Results,Fair,2,1,5,4,3.0,Good Investment
8ca91331af45,https://www.spitogatos.gr/en/property/1117757905,"Sale, Apartment, 110m² Exarchia - Neapoli, Exarcheia | 17757905 | Spitogatos",Exarchia,339000.0,110.0,3081.818181818182,D,1,Parallel Batch Results,Fair,2,2,4,4,3.0,Good Investment
30bf0e819c5a,https://www.spitogatos.gr/en/property/1112606800,"Sale, Apartment, 97m² Pagkrati, Agios Artemios | 12606800 | Spitogatos",Exarchia,410000.0,97.0,4226.80412371134,C,1,Proven Collector Results,Premium,1,3,4,4,2.9000000000000004,Fair Investment
e4619bfc188e,https://www.spitogatos.gr/en/property/1116577942,"Sale, Apartment, 104m² Kolonaki - Lykavittos, Kolonaki | 16577942 | Spitogatos",Exarchia,750000.0,104.0,7211.538461538462,C,1,Scalable Collector Results,Premium,1,3,4,4,2.9000000000000004,Fair Investment
cb344ea209b4,https://www.spitogatos.gr/en/property/1117900923,"Sale, Apartment, 199m² Kolonaki - Lykavittos, Likavittos | 17900923 | Spitogatos",Exarchia,900000.0,199.0,4522.613065326633,A,3,Scalable Collector Results,Premium,1,5,2,4,2.9000000000000004,Fair Investment
b289ac85ded7,https://www.spitogatos.gr/en/property/1118028433,"Sale, Apartment, 112m² Athens - Center, Neos Kosmos | 18028433 | Spitogatos",Exarchia,495000.0,112.0,4419.642857142857,C,1,Scalable Collector Results,Premium,1,3,4,4,2.9000000000000004,Fair Investment
ced6eaa2f117,https://www.spitogatos.gr/en/property/1118027423,"Sale, Apartment, 102m² Kolonaki - Lykavittos, Kolonaki | 18027423 | Spitogatos",Exarchia,520000.0,102.0,5098.0392156862745,C,1,Parallel Batch Results,Premium,1,3,4,4,2.9000000000000004,Fair Investment
61b454cc778e,https://www.spitogatos.gr/en/property/1115784398,"Sale, Apartment, 122m² Kolonaki - Lykavittos, Kolonaki | 15784398 | Spitogatos",Exarchia,1200000.0,122.0,9836.065573770491,B,2,Parallel Batch Results,Premium,1,4,3,4,2.9000000000000004,Fair Investment
207bdf40402f,https://www.spitogatos.gr/en/property/1117680331,"Sale, Apartment, 85m² Ampelokipoi - Pentagon, Ampelokipoi | 17680331 | Spitogatos",Ampelokipoi,215000.0,85.0,2529.4117647058824,C,2,Original Base Dataset,Good,3,3,4,2,2.9,Fair Investment
f4880bee55db,https://www.spitogatos.gr/en/property/1118016262,"Sale, Apartment, 85m² Pagkrati, Pagkrati Center | 18016262 | Spitogatos",Athens Center,275000.0,85.0,3235.294117647059,C,2,Original Base Dataset,Fair,2,3,4,3,2.9,Fair Investment
aba0ecba6070,https://www.spitogatos.gr/en/property/1117847032,"Sale, Detached house, 222m² Kipseli, Ano Kipseli - Evelpidon | 17847032 | Spitogatos",Kipseli,250000.0,222.0,1126.126126126126,D,1,Original Base Dataset,Excellent,5,2,2,2,2.9,Fair Investment
4825c809d9ba,https://www.spitogatos.gr/en/property/1117645874,"Sale, Apartment, 350m² Athens - Center, Kipseli | 17645874 | Spitogatos",Kipseli,920000.0,350.0,2628.5714285714284,A,1,Original Base Dataset,Good,3,5,2,2,2.9,Fair Investment
b7f6d10bd383,https://www.spitogatos.gr/en/property/1117524349,"Sale, Apartment, 270m² Athens - Center, Pagkrati | 17524349 | Spitogatos",Athens Center,885000.0,270.0,3277.777777777778,A,7,Original Base Dataset,Fair,2,5,2,3,2.9,Fair Investment
b78cbe842b07,https://www.spitogatos.gr/en/property/1117914307,"Sale, Apartment, 50m² Ilisia, Kato Ilisia | 17914307 | Spitogatos",Athens Center,155000.0,50.0,3100.0,D,1,Original Base Dataset,Fair,2,2,5,3,2.9,Fair Investment
d651c25bb88f,https://www.spitogatos.gr/en/property/1117726980,"Sale, Apartment, 160m² Athens - Center, Neos Kosmos | 17726980 | Spitogatos",Exarchia,440000.0,160.0,2750.0,D,1,Parallel Batch Results,Good,3,2,2,4,2.8999999999999995,Fair Investment
d15454df5eed,https://www.spitogatos.gr/en/property/1117002630,"Sale, Maisonette, 300m² Historic Center, Plaka | 17002630 | Spitogatos",Monastiraki,2000000.0,300.0,6666.666666666667,C,1,Proven Collector Results,Premium,1,3,2,5,2.8000000000000003,Fair Investment
1bb05a55a326,https://www.spitogatos.gr/en/property/1117396909,"Sale, Apartment, 199m² Kolonaki - Lykavittos, Likavittos | 17396909 | Spitogatos",Kolonaki,900000.0,199.0,4522.613065326633,C,1,Original Base Dataset,Premium,1,3,2,5,2.8000000000000003,Fair Investment
20c4f7b703f0,https://www.spitogatos.gr/en/property/1117303265,"Sale, Maisonette, 56m² Pagkrati, Pagkrati Center | 17303265 | Spitogatos",Athens Center,275000.0,56.0,4910.714285714285,C,1,Original Base Dataset,Premium,1,3,5,3,2.8,Fair Investment
8f7f3556a272,https://www.spitogatos.gr/en/property/1117215101,"Sale, Apartment, 130m² Athens - Center, Historic Center | 17215101 | Spitogatos",Athens Center,740000.0,130.0,5692.307692307692,A,1,Original Base Dataset,Premium,1,5,3,3,2.8,Fair Investment
d238e4b2054d,https://www.spitogatos.gr/en/property/1116863838,"Sale, Detached house, 262m² Exarchia - Neapoli, Neapoli Exarcheion | 16863838 | Spitogatos",Exarchia,1000000.0,262.0,3816.793893129771,C,1,Original Base Dataset,Fair,2,3,2,4,2.8,Fair Investment
d67c1d36f541,https://www.spitogatos.gr/en/property/1117897704,"Sale, Apartment, 116m² Kolonaki - Lykavittos, Kolonaki | 17897704 | Spitogatos",Kolonaki,1250000.0,116.0,10775.862068965518,F,2,Original Base Dataset,Premium,1,1,4,5,2.8,Fair Investment
b07d4a5597c8,https://www.spitogatos.gr/en/property/1117725271,"Sale, Building, 496m² Kipseli, Nea Kipseli | 17725271 | Spitogatos",Exarchia,1550000.0,496.0,3125.0,C,1,Proven Collector Results,Fair,2,3,2,4,2.8,Fair Investment
790486696edd,https://www.spitogatos.gr/en/property/1117932776,"Sale, Apartment, 132m² Pagkrati, Varnava | 17932776 | Spitogatos",Exarchia,450000.0,132.0,3409.090909090909,D,3,Parallel Batch Results,Fair,2,2,3,4,2.8,Fair Investment
905c83ac762b,https://www.spitogatos.gr/en/property/1116572408,"Sale, Apartment, 36m² Exarchia - Neapoli, Politechneio | 16572408 | Spitogatos",Exarchia,129000.0,36.0,3583.3333333333335,D,1,Parallel Batch Results,Fair,2,2,3,4,2.8,Fair Investment
bd52023029d4,https://www.spitogatos.gr/en/property/1117798407,"Sale, Apartment, 97m² Koukaki - Makrygianni, Makrigianni | 17798407 | Spitogatos",Koukaki,500000.0,97.0,5154.639175257732,A,1,Original Base Dataset,Premium,1,5,4,2,2.7,Fair Investment
f2c1c8c06bf4,https://www.spitogatos.gr/en/property/1117847466,"Sale, Apartment, 145m² Kolonaki - Lykavittos, Kolonaki | 17847466 | Spitogatos",Exarchia,785000.0,145.0,5413.793103448276,C,1,Scalable Collector Results,Premium,1,3,3,4,2.7,Fair Investment
e65ee6227995,https://www.spitogatos.gr/en/property/1116109841,"Sale, Apartment, 130m² Kolonaki - Lykavittos, Kolonaki | 16109841 | Spitogatos",Exarchia,870000.0,130.0,6692.307692307692,C,1,Scalable Collector Results,Premium,1,3,3,4,2.7,Fair Investment
782aac9dd02d,https://www.spitogatos.gr/en/property/1117178173,"Sale, Apartment, 87m² Ampelokipoi - Pentagon, Ampelokipoi | 17178173 | Spitogatos",Ampelokipoi,260000.0,87.0,2988.5057471264367,D,1,Original Base Dataset,Good,3,2,4,2,2.6999999999999997,Fair Investment
613857b11154,https://www.spitogatos.gr/en/property/1117522955,"Sale, Detached house, 465m² Athens - Center, Historic Center | 17522955 | Spitogatos",Athens Center,9800000.0,465.0,21075.2688172043,A,1,Original Base Dataset,Premium,1,5,2,3,2.6,Fair Investment
5ad305916676,https://www.spitogatos.gr/en/property/1117966227,"Sale, Apartment, 115m² Koukaki - Makrygianni, Koukaki - Pediki Chara | 17966227 | Spitogatos",Koukaki,350000.0,115.0,3043.478260869565,C,1,Original Base Dataset,Fair,2,3,4,2,2.6,Fair Investment
77ac2b1d2f7e,https://www.spitogatos.gr/en/property/1117074430,"Sale, Apartment, 75m² Koukaki - Makrygianni, Koukaki - Pediki Chara | 17074430 | Spitogatos",Koukaki,250000.0,75.0,3333.3333333333335,D,1,Original Base Dataset,Fair,2,2,5,2,2.6,Fair Investment
91b57021e94b,https://www.spitogatos.gr/en/property/1117636362,"Sale, Apartment, 110m² Pagkrati, Pagkrati Center | 17636362 | Spitogatos",Athens Center,650000.0,110.0,5909.090909090909,C,1,Original Base Dataset,Premium,1,3,4,3,2.6,Fair Investment
e5dae4326b62,https://www.spitogatos.gr/en/property/1117795465,"Sale, Apartment, 247m² Gizi - Pedion Areos, Pedion Areos | 17795465 | Spitogatos",Exarchia,950000.0,247.0,3846.153846153846,D,1,Parallel Batch Results,Fair,2,2,2,4,2.5999999999999996,Fair Investment
00c7073b8a69,https://www.spitogatos.gr/en/property/1118047438,"Sale, Apartment, 150m² Kolonaki - Lykavittos, Kolonaki | 18047438 | Spitogatos",Exarchia,950000.0,150.0,6333.333333333333,D,2,Scalable Collector Results,Premium,1,2,3,4,2.5,Fair Investment
e09706d3e118,https://www.spitogatos.gr/en/property/1116349256,"Sale, Apartment, 165m² Ilisia, Hilton | 16349256 | Spitogatos",Exarchia,1390000.0,165.0,8424.242424242424,C,4,Scalable Collector Results,Premium,1,3,2,4,2.5,Fair Investment
b0c12469fa5e,https://www.spitogatos.gr/en/property/1117662957,"Sale, Detached house, 150m² Kolonos - Kolokynthous, akadimia Platonos | 17662957 | Spitogatos",Athens Center,550000.0,150.0,3666.6666666666665,D,1,Original Base Dataset,Fair,2,2,3,3,2.5,Fair Investment
b12481bfc77f,https://www.spitogatos.gr/en/property/1115885656,"Sale, Apartment, 124m² Kolonaki - Lykavittos, Kolonaki | 15885656 | Spitogatos",Exarchia,620000.0,124.0,5000.0,D,1,Proven Collector Results,Premium,1,2,3,4,2.5,Fair Investment
14e6cfdfc623,https://www.spitogatos.gr/en/property/1115296139,"Sale, Apartment, 110m² Ampelokipoi - Pentagon, Erithros | 15296139 | Spitogatos",Exarchia,530000.0,110.0,4818.181818181818,F,2,Parallel Batch Results,Premium,1,1,4,4,2.5,Fair Investment
8c5211834f55,https://www.spitogatos.gr/en/property/1116923498,"Sale, Apartment, 137m² Kolonaki - Lykavittos, Kolonaki | 16923498 | Spitogatos",Exarchia,975000.0,137.0,7116.788321167884,D,1,Parallel Batch Results,Premium,1,2,3,4,2.5,Fair Investment
37bd0017f4a1,https://www.spitogatos.gr/en/property/1117901777,"Sale, Apartment, 177m² Kolonaki - Lykavittos, Likavittos | 17901777 | Spitogatos",Exarchia,900000.0,177.0,5084.745762711865,C,2,Parallel Batch Results,Premium,1,3,2,4,2.5,Fair Investment
45246c07c4e7,https://www.spitogatos.gr/en/property/1116930094,"Sale, Apartment, 93m² Ampelokipoi - Pentagon, Pyrgos Athinon | 16930094 | Spitogatos",Exarchia,900000.0,93.0,9677.41935483871,E,1,Parallel Batch Results,Premium,1,1,4,4,2.5,Fair Investment
61f3800965aa,https://www.spitogatos.gr/en/property/1117737285,"Sale, Apartment, 300m² Kolonaki - Lykavittos, Kolonaki | 17737285 | Spitogatos",Exarchia,1200000.0,300.0,4000.0,C,1,Parallel Batch Results,Premium,1,3,2,4,2.5,Fair Investment
722a0e0a1e8a,https://www.spitogatos.gr/en/property/1117349380,"Sale, Apartment, 50m² Koukaki - Makrygianni, Koukaki - Pediki Chara | 17349380 | Spitogatos",Koukaki,175000.0,50.0,3500.0,F,1,Original Base Dataset,Fair,2,1,5,2,2.4,Speculative Investment
9d477818eea3,https://www.spitogatos.gr/en/property/1117497765,"Sale, Studio, 59m² Athens - Center, Pagkrati | 17497765 | Spitogatos",Athens Center,250000.0,59.0,4237.28813559322,G,1,Original Base Dataset,Premium,1,1,5,3,2.4,Speculative Investment
abccf9fd4de9,https://www.spitogatos.gr/en/property/1117515425,"Sale, Detached house, 246m² Athens - Center, Historic Center | 17515425 | Spitogatos",Athens Center,2650000.0,246.0,10772.357723577235,B,1,Original Base Dataset,Premium,1,4,2,3,2.4,Speculative Investment
259cb162ec47,https://www.spitogatos.gr/en/property/1117904864,"Sale, Apartment, 64m² Athens - Center, Kipseli | 17904864 | Spitogatos",Kipseli,250000.0,64.0,3906.25,E,2,Original Base Dataset,Fair,2,1,5,2,2.4,Speculative Investment
30dede3b00d8,https://www.spitogatos.gr/en/property/1118021052,"Sale, Apartment, 138m² Koukaki - Makrygianni, Makrigianni | 18021052 | Spitogatos",Koukaki,670000.0,138.0,4855.072463768116,B,1,Original Base Dataset,Premium,1,4,3,2,2.3000000000000003,Speculative Investment
cbabe2eb642b,https://www.spitogatos.gr/en/property/1118042109,"Sale, Apartment, 97m² Koukaki - Makrygianni, Makrigianni | 18042109 | Spitogatos",Koukaki,950000.0,97.0,9793.814432989691,C,2,Original Base Dataset,Premium,1,3,4,2,2.3000000000000003,Speculative Investment
bed8d4f0c02b,https://www.spitogatos.gr/en/property/1117057559,"Sale, Apartment, 125m² Athens - Center, Center | 17057559 | Spitogatos",Psirri,550000.0,125.0,4400.0,B,1,Parallel Batch Results,Premium,1,4,3,2,2.3000000000000003,Speculative Investment
d46c2442fbc0,https://www.spitogatos.gr/en/property/1117654323,"Sale, Apartment, 121m² Mets - Kalimarmaro, Mets | 17654323 | Spitogatos",Mets,640000.0,121.0,5289.256198347108,E,1,Original Base Dataset,Premium,1,1,3,4,2.3,Speculative Investment
72e6285ee82d,https://www.spitogatos.gr/en/property/1117003571,"Sale, Apartment, 147m² Athens - Center, Sepolia - Skouze | 17003571 | Spitogatos",Athens Center,500000.0,147.0,3401.360544217687,F,1,Original Base Dataset,Fair,2,1,3,3,2.3,Speculative Investment
499605da1465,https://www.spitogatos.gr/en/property/1117883648,"Sale, Apartment, 121m² Gizi - Pedion Areos, Pedion Areos | 17883648 | Spitogatos",Exarchia,495000.0,121.0,4090.909090909091,B+,2,Scalable Collector Results,Premium,1,1,3,4,2.3,Speculative Investment
59a11ac8e7de,https://www.spitogatos.gr/en/property/1117698328,"Sale, Apartment, 102m² Ilisia, Hilton | 17698328 | Spitogatos",Athens Center,820000.0,102.0,8039.21568627451,A+,1,Original Base Dataset,Premium,1,1,4,3,2.2,Speculative Investment
3d33670deebc,https://www.spitogatos.gr/en/property/1117776475,"Sale, Apartment, 34m² Neos Kosmos, Center | 17776475 | Spitogatos",Athens Center,150000.0,34.0,4411.764705882353,D,1,Original Base Dataset,Premium,1,2,3,3,2.2,Speculative Investment
